record - recordId,record - aatNedId,record - subjectId,record - status,record - pt,record - bt,record - uf,record - eq
300037775,800011572,300037775,voorkeursterm,stoelen naar vorm,stoelen,stoel naar vorm,stoel naar vorm
300037776,800011573,300037776,voorkeursterm,leunstoelen,stoelen naar vorm,leunstoel,leunstoel
300037784,800011574,300037784,voorkeursterm,Morrisstoelen,stoelen naar vorm,Morrisstoel,Morrisstoel
300037789,800011575,300037789,voorkeursterm,schemels,stoelen naar vorm,schemel,schemel
300037798,800011576,300037798,voorkeursterm,tonstoelen,stoelen naar vorm,tonstoel,tonstoel
300037800,800011577,300037800,voorkeursterm,zitzakken,stoelen naar vorm,zitzak,zitzak
300037801,800011578,300037801,voorkeursterm,bergères,leunstoelen,bergère,bergère
300037809,800011579,300037809,voorkeursterm,bergères en confessional,luie stoelen,bergère en confessional,bergère en confessional
300037813,800011580,300037813,voorkeursterm,bergères à la reine,flat-back stoelen,bergère à la reine,bergère à la reine
300037814,800011581,300037814,voorkeursterm,bergères en cabriolet,concaaf-rugstoelen,bergère en cabriolet,bergère en cabriolet
300037815,800011582,300037815,voorkeursterm,bergères en gondole,chaises en gondole,bergère en gondole,bergère en gondole
300037819,800011583,300037819,voorkeursterm,cabriolestoelen,stoelen naar vorm,cabriolestoel,cabriolestoel
300037824,800011584,300037824,voorkeursterm,caquetoires,stoelen naar vorm,caquetoire,caquetoire
300037825,800011585,300037825,voorkeursterm,clubstoelen,stoelen naar vorm,clubstoel,clubstoel
300037830,800011586,300037830,voorkeursterm,coiffeuses,stoelen naar vorm,coiffeuse,coiffeuse
300037833,800011587,300037833,voorkeursterm,crapauds,stoelen naar vorm,crapaud,crapaud
300037834,800011588,300037834,voorkeursterm,Cromwellstoelen,stoelen naar vorm,Cromwellstoel,Cromwellstoel
300037837,800011589,300037837,voorkeursterm,dekstoelen,stoelen naar locatie of context,dekstoel,dekstoel
300037838,800011590,300037838,voorkeursterm,luie stoelen,stoelen naar vorm,luie stoel,luie stoel
300037850,800011591,300037850,voorkeursterm,ronde luie stoelen,luie stoelen,ronde luie stoel,ronde luie stoel
300037854,800011592,300037854,voorkeursterm,square easy chairs,luie stoelen,square easy chair,square easy chair
300037856,800011593,300037856,voorkeursterm,fauteuils,armstoelen,fauteuil,fauteuil
300037861,800011594,300037861,voorkeursterm,chaises en gondole,stoelen naar vorm,chaise en gondole,chaise en gondole
300037865,800011595,300037865,voorkeursterm,hunting chairs,stoelen naar vorm,hunting chair,hunting chair
300037867,800011596,300037867,voorkeursterm,klismos-stoelen,stoelen naar vorm,klismos-stoel,klismos-stoel
300037874,800011597,300037874,voorkeursterm,lolling chairs,stoelen naar vorm,lolling chair,lolling chair
300037892,800011598,300037892,voorkeursterm,sgabelli,plankenstoelen,sgabello,sgabello
300037896,800011599,300037896,voorkeursterm,stoelen zonder armleuningen,stoelen naar vorm,stoelen zonder armleuning,stoelen zonder armleuning
300037899,800011600,300037899,voorkeursterm,ijssalonstoelen,stoelen naar locatie of context: kamers en ruimten,ijssalonstoel,ijssalonstoel
300037904,800011601,300037904,voorkeursterm,curulische zetels,stoelen naar vorm,curulische zetel,curulische zetel
300037909,800011602,300037909,voorkeursterm,Dante stoelen,curulische zetels,Dante stoel,Dante stoel
300037913,800011603,300037913,voorkeursterm,Glastonburystoelen,vouwstoelen,Glastonburystoel,Glastonburystoel
300037918,800011604,300037918,voorkeursterm,Savonarolastoelen,curulische zetels,Savonarolastoel,Savonarolastoel
300037920,800011605,300037920,voorkeursterm,stoelen naar vorm: vorm van de rug,stoelen naar vorm,stoel naar vorm: vorm van de rug,stoel naar vorm: vorm van de rug
300037925,800011606,300037925,voorkeursterm,ballonrugstoelen,stoelen naar vorm: vorm van de rug,ballonrugstoel,ballonrugstoel
300037927,800011607,300037927,voorkeursterm,banister-back chairs,stoelen naar vorm: vorm van de rug,banister-back chair,banister-back chair
300037933,800011608,300037933,voorkeursterm,hearts and crown chairs,banister-back chairs,hearts and crown chair,hearts and crown chair
300037946,800011609,300037946,voorkeursterm,chaises en cabriolet,concaaf-rugstoelen,chaise en cabriolet,chaise en cabriolet
300037948,800011610,300037948,voorkeursterm,fauteuils a cabriolet,concaaf-rugstoelen,fauteuil a cabriolet,fauteuil a cabriolet
300037953,800011611,300037953,voorkeursterm,chaises à la reine,flat-back stoelen,chaise à la reine,chaise à la reine
300037954,800011612,300037954,voorkeursterm,fauteuils à la reine,flat-back stoelen,fauteuil à la reine,fauteuil à la reine
300037956,800011613,300037956,voorkeursterm,Chinese stoelen,fret-backstoelen,Chinese stoel,Chinese stoel
300037969,800011614,300037969,voorkeursterm,heart-back stoelen,stoelen naar vorm: vorm van de rug,heart-back stoel,heart-back stoel
300037976,800011615,300037976,voorkeursterm,lunette-backstoelen,stoelen naar vorm: vorm van de rug,lunette-backstoel,lunette-backstoel
300037977,800011616,300037977,voorkeursterm,oval-backstoelen,stoelen naar vorm: vorm van de rug,oval-backstoel,oval-backstoel
300037989,800011617,300037989,voorkeursterm,press-backstoelen,stoelen naar vorm: vorm van de rug,press-backstoel,press-backstoel
300037998,800011618,300037998,voorkeursterm,shield-backstoelen,stoelen naar vorm: vorm van de rug,shield-backstoel,shield-backstoel
300038000,800011619,300038000,voorkeursterm,bar-backstoelen,shield-backstoelen,bar-backstoel,bar-backstoel
300038003,800011620,300038003,voorkeursterm,slat-backstoelen,stoelen naar vorm: vorm van de rug,slat-backstoel,slat-backstoel
300038011,800011621,300038011,voorkeursterm,pretzel-backstoelen,slat-backstoelen,pretzel-backstoel,pretzel-backstoel
300038017,800011622,300038017,voorkeursterm,spindle-backstoelen,stoelen naar vorm: vorm van de rug,spindle-backstoel,spindle-backstoel
300038020,800011623,300038020,voorkeursterm,great chairs,leunstoelen,great chair,great chair
300038026,800011624,300038026,voorkeursterm,Brewsterstoelen,great chairs,Brewsterstoel,Brewsterstoel
300038027,800011625,300038027,voorkeursterm,Carverstoelen,great chairs,Carverstoel,Carverstoel
300038030,800011626,300038030,voorkeursterm,Windsorstoelen,stoelen naar vorm,Windsorstoel,Windsorstoel
300038082,800011627,300038082,voorkeursterm,geronde-rug stoelen,stoelen naar vorm: vorm van de rug,geronde-rug stoel,geronde-rug stoel
300038085,800011628,300038085,voorkeursterm,fiddle-back stoelen,stoelen naar vorm: vorm van de rug,fiddle-back stoel,fiddle-back stoel
300038088,800011629,300038088,voorkeursterm,India chairs,stoelen naar vorm,India chair,India chair
300038092,800011630,300038092,voorkeursterm,ribbon-backstoelen,stoelen naar vorm: vorm van de rug,ribbon-backstoel,ribbon-backstoel
300038100,800011631,300038100,voorkeursterm,cypher-backstoelen,pierced splat-back chairs,cypher-backstoel,cypher-backstoel
300038107,800011632,300038107,voorkeursterm,spoon-backstoelen,stoelen naar vorm: vorm van de rug,spoon-backstoel,spoon-backstoel
300038108,800011633,300038108,voorkeursterm,sheaf-backstoelen,pierced splat-back chairs,sheaf-backstoel,sheaf-backstoel
300038111,800011634,300038111,voorkeursterm,square-backstoelen,stoelen naar vorm: vorm van de rug,square-backstoel,square-backstoel
300038112,800011635,300038112,voorkeursterm,lattice-backstoelen,square-backstoelen,lattice-backstoel,lattice-backstoel
300038117,800011636,300038117,voorkeursterm,wainscot chairs,stoelen naar vorm: vorm van de rug,wainscot chair,wainscot chair
300038122,800011637,300038122,voorkeursterm,wheel-backstoelen,stoelen naar vorm: vorm van de rug,wheel-backstoel,wheel-backstoel
300038126,800011638,300038126,voorkeursterm,sling chairs,stoelen naar vorm,sling chair,sling chair
300038128,800011639,300038128,voorkeursterm,piëdestalstoelen,stoelen naar vorm,piedestalstoel,piedestalstoel
300038131,800011640,300038131,voorkeursterm,stoelen naar functie,stoelen,stoel naar functie,stoel naar functie
300038132,800011641,300038132,voorkeursterm,kappersstoelen,stoelen naar functie,kappersstoel,kappersstoel
300038134,800011642,300038134,voorkeursterm,bath chairs,rolstoelen,bath chair,bath chair
300038140,800011643,300038140,voorkeursterm,state chairs,ceremoniële stoelen,state chair,state chair
300038141,800011644,300038141,voorkeursterm,tronen,ceremoniële stoelen,troon,troon
300038144,800011645,300038144,voorkeursterm,bed chairs,stoelen naar functie,bed chair,bed chair
300038148,800011646,300038148,voorkeursterm,chair-tables,stoelen naar vorm,chair-table,chair-table
300038151,800011647,300038151,voorkeursterm,chaises longues,stoelen naar vorm,chaise longue,chaise longue
300038153,800011648,300038153,voorkeursterm,duchesses brisées,duchesses,duchesse brisée,duchesse brisée
300038155,800011649,300038155,voorkeursterm,commodestoelen,stoelen naar functie,commodestoel,commodestoel
300038164,800011650,300038164,voorkeursterm,tandartsstoelen,stoelen naar functie,tandartsstoel,tandartsstoel
300038165,800011651,300038165,voorkeursterm,bureaustoelen,stoelen naar functie,bureaustoel,bureaustoel
300038180,800011652,300038180,voorkeursterm,chamber horses,stoelen naar functie,chamber horse,chamber horse
300038184,800011653,300038184,voorkeursterm,kinderstoelen,stoelen voor kinderen,kinderstoel,kinderstoel
300038191,800011654,300038191,voorkeursterm,invalidenstoelen,stoelen naar functie,invalidenstoel,invalidenstoel
300038193,800011655,300038193,voorkeursterm,gouty chairs,invalidenstoelen,gouty chair,gouty chair
300038205,800011656,300038205,voorkeursterm,fraileros,stoelen naar functie,frailero,frailero
300038208,800011657,300038208,voorkeursterm,muziekstoelen,stoelen naar functie,muziekstoel,muziekstoel
300038213,800011658,300038213,voorkeursterm,kerkbankstoelen,kerkbankonderdelen,kerkbankstoel,kerkbankstoel
300038217,800011659,300038217,voorkeursterm,leesstoelen,stoelen naar functie,leesstoel,leesstoel
300038220,800011660,300038220,voorkeursterm,draagstoelen,stoelen naar vorm,draagstoel,draagstoel
300038224,800011661,300038224,voorkeursterm,slaapstoelen,stoelen naar functie,slaapstoel,slaapstoel
300038225,800011662,300038225,voorkeursterm,slipper chairs,stoelen naar vorm,slipper chair,slipper chair
300038227,800011663,300038227,voorkeursterm,trapstoelen,stoelen naar functie,trapstoel,trapstoel
300038228,800011664,300038228,voorkeursterm,touring chairs,stoelen naar functie,touring chair,touring chair
300038229,800011665,300038229,voorkeursterm,kantoorstoelen,stoelen naar functie,kantoorstoel,kantoorstoel
300038232,800011666,300038232,voorkeursterm,voyeuses,stoelen naar functie,voyeuse,voyeuse
300038242,800011667,300038242,voorkeursterm,voyeuses à genoux,voyeuses,voyeuse à genoux,voyeuse à genoux
300038243,800011668,300038243,voorkeursterm,rolstoelen,invalidenstoelen,rolstoel,rolstoel
300038249,800011669,300038249,voorkeursterm,ziekenstoelen,invalidenstoelen,ziekenstoel,ziekenstoel
300038252,800011670,300038252,voorkeursterm,schrijfarmstoelen,stoelen naar functie,schrijfarmstoel,schrijfarmstoel
300038257,800011671,300038257,voorkeursterm,stoelen naar ontwerp,stoelen,stoel naar ontwerp,stoel naar ontwerp
300038272,800011672,300038272,voorkeursterm,ligstoelen,stoelen naar ontwerp,ligstoel,ligstoel
300038273,800011673,300038273,voorkeursterm,schommelstoelen,stoelen naar ontwerp,schommelstoel,schommelstoel
300038280,800011674,300038280,voorkeursterm,Boston schommelstoelen,schommelstoelen,Boston schommelstoel,Boston schommelstoel
300038282,800011675,300038282,voorkeursterm,Lincoln schommelstoelen,schommelstoelen,Lincoln schommelstoel,Lincoln schommelstoel
300038283,800011676,300038283,voorkeursterm,zorgstoelen,stoelen naar functie,zorgstoel,zorgstoel
300038284,800011677,300038284,voorkeursterm,platform rockers,schommelstoelen,platform rocker,platform rocker
300038303,800011678,300038303,voorkeursterm,stapelstoelen,stoelen naar ontwerp,stapelstoel,stapelstoel
300038305,800011679,300038305,voorkeursterm,draaistoelen,stoelen naar ontwerp,draaistoel,draaistoel
300038379,800011680,300038379,voorkeursterm,eetkamerstoelen,stoelen naar locatie of context: kamers en ruimten,eetkamerstoel,eetkamerstoel
300038382,800011681,300038382,voorkeursterm,halstoelen,stoelen naar locatie of context: kamers en ruimten,halstoel,halstoel
300038383,800011682,300038383,voorkeursterm,keukenstoelen,stoelen naar locatie of context: kamers en ruimten,keukenstoel,keukenstoel
300038386,800011683,300038386,voorkeursterm,salonstoelen,eetkamerstoelen,salonstoel,salonstoel
300038418,800011684,300038418,voorkeursterm,krukken,eenpersoonszitmeubels,kruk,kruk
300038421,800011685,300038421,voorkeursterm,krukken naar vorm,krukken,,
300038422,800011686,300038422,voorkeursterm,barkrukken,krukken naar locatie of context,barkruk,barkruk
300038424,800011687,300038424,voorkeursterm,box stools,krukken naar vorm,box stool,box stool
300038426,800011688,300038426,voorkeursterm,zondaarsbankjes,krukken naar vorm,zondaarsbankje,zondaarsbankje
300038428,800011689,300038428,voorkeursterm,diphroi,krukken naar vorm,diphros,diphros
300038429,800011690,300038429,voorkeursterm,toilettafelkrukken,krukken naar functie,toilettafelkruk,toilettafelkruk
300038431,800011691,300038431,voorkeursterm,fender stools,krukken naar locatie of context,fender stool,fender stool
300038435,800011692,300038435,voorkeursterm,voetenbankjes,krukken naar vorm,voetenbankje,voetenbankje
300038438,800011693,300038438,voorkeursterm,goutstools,voetenbankjes,goutstool,goutstool
300038440,800011694,300038440,voorkeursterm,voetenkussens,voetenbankjes,voetenkussen,voetenkussen
300038442,800011695,300038442,voorkeursterm,ottomaanse voetenbankjes,voetenbankjes,ottomaans voetenbankje,ottomaans voetenbankje
300038449,800011696,300038449,voorkeursterm,melkkrukken,krukken naar functie,melkkruk,melkkruk
300038450,800011697,300038450,voorkeursterm,muziekkrukken,krukken naar vorm,muziekkruk,muziekkruk
300038452,800011698,300038452,voorkeursterm,placets,krukken naar vorm,placet,placet
300038454,800011699,300038454,voorkeursterm,bidkrukken,krukken naar functie,bidkruk,bidkruk
300038457,800011700,300038457,voorkeursterm,keukentrappen,krukken naar functie,keukentrap,keukentrap
300038459,800011701,300038459,voorkeursterm,taboeretten,krukken naar vorm,taboeret,taboeret
300038461,800011702,300038461,voorkeursterm,tabourets en chancelière,taboeretten,tabouret en chancelière,tabouret en chancelière
300038467,800011703,300038467,voorkeursterm,cricket stools,krukken naar vorm,cricket stool,cricket stool
300038478,800011704,300038478,voorkeursterm,pliants,vouwkrukken,,
300038482,800011705,300038482,voorkeursterm,kampeerkrukken,vouwkrukken,kampeerkruk,kampeerkruk
300038483,800011706,300038483,voorkeursterm,stapelkrukken,krukken naar ontwerp,stapelkruk,stapelkruk
300038489,800011707,300038489,voorkeursterm,joint stools,krukken naar vorm,joint stool,joint stool
300038493,800011708,300038493,voorkeursterm,meubilair met meerdere zitplaatsen,zitmeubels,,
300038494,800011709,300038494,voorkeursterm,zitbanken,meubilair met meerdere zitplaatsen,zitbank,zitbank
300038498,800011710,300038498,voorkeursterm,muurbanken,banken naar vorm of functie,muurbank,muurbank
300038502,800011711,300038502,voorkeursterm,water benches,wandkasten,water bench,water bench
300038507,800011712,300038507,voorkeursterm,cassapanca' s,banken naar vorm of functie,cassapanca,cassapanca
300038509,800011713,300038509,voorkeursterm,dekaanbanken,banken naar vorm of functie,dekaanbank,dekaanbank
300038514,800011714,300038514,voorkeursterm,schoolbanken,banken naar vorm of functie,schoolbank,schoolbank
300038521,800011715,300038521,voorkeursterm,kerkbanken,kerkbanken en kerkbankonderdelen,kerkbank,kerkbank
300038523,800011716,300038523,voorkeursterm,pianobanken,banken naar locatie of context,pianobank,pianobank
300038524,800011717,300038524,voorkeursterm,picknickbanken,banken naar locatie of context,picknickbank,picknickbank
300038532,800011718,300038532,voorkeursterm,zittekisten,banken naar vorm of functie,zittekist,zittekist
300038534,800011719,300038534,voorkeursterm,box settles,zittekisten,box settle,box settle
300038552,800011720,300038552,voorkeursterm,vensterbanken,banken naar locatie of context,vensterbank,vensterbank
300038555,800011721,300038555,voorkeursterm,banquettes de croisée,vensterbanken,banquette de croisée,banquette de croisée
300038583,800011722,300038583,voorkeursterm,ligbanken,ligmeubels,ligbank,ligbank
300038586,800011723,300038586,voorkeursterm,zitslaapbanken,ligmeubels,zitslaapbank,zitslaapbank
