ODIS_ID,ODIS URI,RECORD_OMSCHRIJVING,Soort_N,Waarde_N
99087,http://www.odis.be/lnk/PS_99087,Rik Van De Sompel,F1N5,"Van De Sompel, Rik"
99089,http://www.odis.be/lnk/PS_99089,Walter Van Den Broeck (1905-1945),F1N5,"Van Den Broeck, Walter"
99094,http://www.odis.be/lnk/PS_99094,Henri Van Dievoet (1869-1931),F1N5,"Van Dievoet, Henri"
99096,http://www.odis.be/lnk/PS_99096,Gabriel Van Dievoet (1875-1934),F1N5,"Van Dievoet, Gabriel"
99103,http://www.odis.be/lnk/PS_99103,Josephus - Franciscus Van Gierdegom (1760-1844),F1N5,"Van Gierdegom, Josephus - Franciscus"
99114,http://www.odis.be/lnk/PS_99114,Achilles Van Hoecke-Dessel (1871-1918),F1N5,"Van Hoecke-Dessel, Achilles"
99117,http://www.odis.be/lnk/PS_99117,Alfons Van Houcke (1858-1908),F1N5,"Van Houcke, Alfons"
99118,http://www.odis.be/lnk/PS_99118,Raoul Van Houtte,F1N5,"Van Houtte, Raoul"
99126,http://www.odis.be/lnk/PS_99126,Armand Van Kerckhoven (1914-1999),F1N5,"Van Kerckhoven, Armand"
99127,http://www.odis.be/lnk/PS_99127,Pieter Van Kerkhove (1847-1889),F1N5,"Van Kerckhove, Pieter"
99127,http://www.odis.be/lnk/PS_99127,Pieter Van Kerkhove (1847-1889),F2N5,"Van Kerkhove, Pieter"
99136,http://www.odis.be/lnk/PS_99136,A. Van Laethem,F1N5,"Van Laethem, A."
99142,http://www.odis.be/lnk/PS_99142,Jan Van Meerbeeck (1916-1987),F1N5,"Van Meerbeeck, Jan"
99145,http://www.odis.be/lnk/PS_99145,Joseph Van Neck (1880-1959),F1N5,"Van Neck, Joseph"
99146,http://www.odis.be/lnk/PS_99146,Charles Van Nueten (1899-1989),F1N5,"Van Nueten, Charles"
99151,http://www.odis.be/lnk/PS_99151,Bob Van Reeth (1943-),F1N1,"Van Reeth, bOb"
99151,http://www.odis.be/lnk/PS_99151,Bob Van Reeth (1943-),F1N5,"Van Reeth, Bob"
99154,http://www.odis.be/lnk/PS_99154,Karel Van Riel (1906-1995),F1N5,"Van Riel, Karel"
99159,http://www.odis.be/lnk/PS_99159,Eduard Van Steenbergen (1889-1952),F1N5,"Van Steenbergen, Eduard"
99168,http://www.odis.be/lnk/PS_99168,Jules Van Ysendyck (1836-1901),F1N5,"Van Ysendyck, Jules"
99174,http://www.odis.be/lnk/PS_99174,Emile Van de Ven,F1N5,"Van de Ven, Emile"
99176,http://www.odis.be/lnk/PS_99176,Adelbert Van de Walle (1922-2006),F1N5,"Van de Walle, Adelbert"
99197,http://www.odis.be/lnk/PS_99197,Auguste Vanden Nieuwenborg (1890-1979),F1N5,"Vanden Nieuwenborg, Auguste"
99229,http://www.odis.be/lnk/PS_99229,Robert Verbanck (1911-2003),F1N5,"Verbanck, Robert"
99231,http://www.odis.be/lnk/PS_99231,Antonius Verbeke (1828-1907),F1N5,"Verbeke, Antoine"
99231,http://www.odis.be/lnk/PS_99231,Antonius Verbeke (1828-1907),F1N6,"Verbeke, Antonius"
99240,http://www.odis.be/lnk/PS_99240,Georges Verenghen (1881-1957),F1N5,"Verenghen, Georges"
99244,http://www.odis.be/lnk/PS_99244,Charles Vermeersch (1934-2010),F1N5,"Vermeersch, Charles"
99246,http://www.odis.be/lnk/PS_99246,Victor Vermeulen (1902-1989),F1N5,"Vermeulen, Victor"
99252,http://www.odis.be/lnk/PS_99252,Karel Verschelde (1842-1881),F1N1,"Verschelde, Karel"
99252,http://www.odis.be/lnk/PS_99252,Karel Verschelde (1842-1881),F1N5,"Verschelde, Charles"
99260,http://www.odis.be/lnk/PS_99260,Jean-Baptiste Vifquain (1789-1854),F1N5,"Vifquain, J.-B."
99260,http://www.odis.be/lnk/PS_99260,Jean-Baptiste Vifquain (1789-1854),F1N6,"Vifquain, Jean-Baptiste"
99260,http://www.odis.be/lnk/PS_99260,Jean-Baptiste Vifquain (1789-1854),F2N5,"Vifquin, J.-B."
99260,http://www.odis.be/lnk/PS_99260,Jean-Baptiste Vifquain (1789-1854),F2N6,"Vifquin, Jean-Baptiste"
99261,http://www.odis.be/lnk/PS_99261,Charles Vincent (1820-1888),F1N5,"Vincent, Charles"
99267,http://www.odis.be/lnk/PS_99267,Joseph Vincke (1866-),F1N5,"Vincke, Joseph"
99269,http://www.odis.be/lnk/PS_99269,Paul Vizzavona (1881-1956),F1N5,"Vizzavona, Paul"
99270,http://www.odis.be/lnk/PS_99270,Pierre Viérin (1903-1973),F1N5,"Viérin, Pierre"
99277,http://www.odis.be/lnk/PS_99277,Raphaël Waterschoot (1890-1962),F1N5,"Waterschoot, Raphaël"
99278,http://www.odis.be/lnk/PS_99278,August Waterschoot (1864-1940),F1N5,"Waterschoot, August"
99282,http://www.odis.be/lnk/PS_99282,Ernest Wauters (1897-1975),F1N5,"Wauters, Ernest"
99285,http://www.odis.be/lnk/PS_99285,Jan Welslau,F1N5,"Welslau, Jan"
99286,http://www.odis.be/lnk/PS_99286,Theodore Welvaert (1837-1900),F1N5,"Welvaert, Theodore"
99288,http://www.odis.be/lnk/PS_99288,Jean-Alexandre Werry (1773-1847),F1N5,"Werry, Jean-Alexandre"
99290,http://www.odis.be/lnk/PS_99290,Raphaël Wieme (1917-1980),F1N5,"Wieme, Raphaël"
99301,http://www.odis.be/lnk/PS_99301,Mathias Wolters (1793-1859),F1N5,"Wolters, Mathias"
99304,http://www.odis.be/lnk/PS_99304,Jacques Wybauw (1925-2005),F1N5,"Wybauw, Jacques"
99310,http://www.odis.be/lnk/PS_99310,Isidoor Van de Wiele,F1N5,"Van de Wiele, Isidoor"
99311,http://www.odis.be/lnk/PS_99311,Carlos Van der Voodt,F1N5,"Van der Voodt, Carlos"
99322,http://www.odis.be/lnk/PS_99322,Guido Derks (1925-2006),F1N5,"Derks, Guido"
99326,http://www.odis.be/lnk/PS_99326,Camille Damman (1880-1969),F1N5,"Damman, Camille"
99336,http://www.odis.be/lnk/PS_99336,Frans Reusens (1928-2009),F1N5,"Reusens, Frans"
99342,http://www.odis.be/lnk/PS_99342,J. Vandendael,F1N5,"Vandendael, J."
99343,http://www.odis.be/lnk/PS_99343,G.  Vrankx,F1N5,"Vrankx, G. "
99346,http://www.odis.be/lnk/PS_99346,Joseph Willems (1906-1961),F1N1,"Willems, Jos"
99346,http://www.odis.be/lnk/PS_99346,Joseph Willems (1906-1961),F1N5,"Willems, Joseph"
99350,http://www.odis.be/lnk/PS_99350,R. Van Steenbergen,F1N5,"Van Steenbergen, R."
99351,http://www.odis.be/lnk/PS_99351,L. Dingemans,F1N5,"Dingemans, L."
99352,http://www.odis.be/lnk/PS_99352,Petrus Lechein (1814-1867),F1N5,"Lechein, Petrus"
99353,http://www.odis.be/lnk/PS_99353,Prosperus Lecoutre (1853-1945),F1N5,"Lecoutre, Prosperus"
99354,http://www.odis.be/lnk/PS_99354,Henricus Leënt (1796-1870),F1N5,"Leënt, Henricus"
99355,http://www.odis.be/lnk/PS_99355,Joseph Leersnyder (1805-1840),F1N5,"Leersnyder, Joseph"
99362,http://www.odis.be/lnk/PS_99362,Jacobus Beaucarne (1768),F1N5,"Beaucarne, Jacobus"
99363,http://www.odis.be/lnk/PS_99363,Jacobus Beaucarne (1768),F1N5,"Beaucarne, Jacobus"
99380,http://www.odis.be/lnk/PS_99380,Antoine Aulbur (1862-1928),F1N5,"Aulbur, Antoine"
99381,http://www.odis.be/lnk/PS_99381,Roger Avermaete (1893-1988),F1N5,"Avermaete, Roger"
99382,http://www.odis.be/lnk/PS_99382,Frans Baeckelmans (1827-1896),F1N5,"Baeckelmans, Frans"
99384,http://www.odis.be/lnk/PS_99384,Emiel Baert (1927-),F1N5,"Baert, Emiel"
99387,http://www.odis.be/lnk/PS_99387,Etienne Baeten,F1N5,"Baeten, Etienne"
99405,http://www.odis.be/lnk/PS_99405,Jan Blom (1748-1825),F1N5,"Blom, Jan"
99417,http://www.odis.be/lnk/PS_99417,Emmanuel-Joseph Boudin (1820-1893),F1N5,"Boudin, Emmanuel"
99417,http://www.odis.be/lnk/PS_99417,Emmanuel-Joseph Boudin (1820-1893),F1N6,"Boudin, Emmanuel-Joseph"
99430,http://www.odis.be/lnk/PS_99430,Nicolas Breithof (1840-1901),F1N5,"Breithof, Nicolas"
99431,http://www.odis.be/lnk/PS_99431,Franz Breithof (1873-1951),F1N5,"Breithof, Franz"
99434,http://www.odis.be/lnk/PS_99434,Auguste Bruggeman,F1N5,"Bruggeman, Auguste"
99436,http://www.odis.be/lnk/PS_99436,René Bruynseraede (1909-1991),F1N5,"Bruynseraede, René"
99441,http://www.odis.be/lnk/PS_99441,Peter Callebout (1916-1970),F1N5,"Callebout, Peter"
99443,http://www.odis.be/lnk/PS_99443,Theodoor Canneel (1817-1892),F1N5,"Canneel, Theodoor"
99443,http://www.odis.be/lnk/PS_99443,Theodoor Canneel (1817-1892),F1N6,"Canneel, Théodore"
99447,http://www.odis.be/lnk/PS_99447,Armand Cerulus (1885-1991),F1N5,"Cerulus, Armand"
99450,http://www.odis.be/lnk/PS_99450,Gabriel Charle (1868-1919),F1N5,"Charle, Gabriel"
99451,http://www.odis.be/lnk/PS_99451,Gustave Charlier (1848-1922),F1N5,"Charlier, Gustave"
99456,http://www.odis.be/lnk/PS_99456,Arthur Claeys (1875-1949),F1N5,"Claeys, Arthur"
99458,http://www.odis.be/lnk/PS_99458,Armand Clerens (1899-1963),F1N5,"Clerens, Armand"
99459,http://www.odis.be/lnk/PS_99459,Louis Clijmans (1924-2001),F1N5,"Clijmans, Louis"
99462,http://www.odis.be/lnk/PS_99462,Eugène Cobbaert (1864-1948),F1N5,"Cobbaert, Eugène"
99466,http://www.odis.be/lnk/PS_99466,Paul Combaz (1845-1920),F1N5,"Combaz, Paul"
99472,http://www.odis.be/lnk/PS_99472,Pierre Corbisier (1933-1991),F1N5,"Corbisier, Pierre"
99477,http://www.odis.be/lnk/PS_99477,Jo Crepain (1950-2008),F1N5,"Crepain, Jo"
99477,http://www.odis.be/lnk/PS_99477,Jo Crepain (1950-2008),F4N5,"Crépain, Jo"
99482,http://www.odis.be/lnk/PS_99482,Roger Damien (1917-1980),F1N5,"Damien, Roger"
99483,http://www.odis.be/lnk/PS_99483,Simon  Dargonne (1749-1839),F1N5,"Dargonne, Simon "
99488,http://www.odis.be/lnk/PS_99488,Victor-Camille De Brabandere (1848-1929),F1N5,"De Brabandere, Victor-Camille"
99490,http://www.odis.be/lnk/PS_99490,Jan De Braey (1891-1961),F1N5,"De Braey, Jan"
99494,http://www.odis.be/lnk/PS_99494,Jules De Cuyper,F1N5,"De Cuyper, Jules"
99495,http://www.odis.be/lnk/PS_99495,Antoine De Grave (1914-1975),F1N5,"De Grave, Antoine"
99505,http://www.odis.be/lnk/PS_99505,Gustave De Man (1805-1887),F1N5,"De Man, Gustave"
99505,http://www.odis.be/lnk/PS_99505,Gustave De Man (1805-1887),F2N5,"Deman, Gustave"
99511,http://www.odis.be/lnk/PS_99511,Antoine De Mol,F1N5,"De Mol, Antoine"
99520,http://www.odis.be/lnk/PS_99520,Jul De Roover (1913-2010),F1N1,"De Roover, Jul"
99520,http://www.odis.be/lnk/PS_99520,Jul De Roover (1913-2010),F1N5,"De Roover, Jules"
99534,http://www.odis.be/lnk/PS_99534,Alfons De Vries (1906-1979),F1N5,"De Vries, Alfons"
99559,http://www.odis.be/lnk/PS_99559,François Dewalque (1837-1929),F1N5,"Dewalque, François"
99574,http://www.odis.be/lnk/PS_99574,Jean Englebert (1928-),F1N5,"Englebert, Jean"
99578,http://www.odis.be/lnk/PS_99578,Clément Eysselinck,F1N5,"Eysselinck, Clément"
99586,http://www.odis.be/lnk/PS_99586,Georges France (1896-1943),F1N5,"France, Georges"
99592,http://www.odis.be/lnk/PS_99592,Philippe Gilbert,F1N5,"Gilbert, Philippe"
99598,http://www.odis.be/lnk/PS_99598,Emile Goethals (1886-1951),F1N5,"Goethals, Emile"
99602,http://www.odis.be/lnk/PS_99602,René Grosemans,F1N5,"Grosemans, René"
99604,http://www.odis.be/lnk/PS_99604,Pierre Guillissen (1920-1989),F1N5,"Guillissen, Pierre"
99618,http://www.odis.be/lnk/PS_99618,Willem Herreyns (1743-1827),F1N5,"Herreyns, Guillaume"
99618,http://www.odis.be/lnk/PS_99618,Willem Herreyns (1743-1827),F1N6,"Herreyns, Willem"
99621,http://www.odis.be/lnk/PS_99621,Karel Horemans (1920-1993),F1N5,"Horemans, Karel"
99631,http://www.odis.be/lnk/PS_99631,Jozef Janssens,F1N5,"Janssens, Jozef"
99634,http://www.odis.be/lnk/PS_99634,François Keelhoff (1863-1952),F1N5,"Keelhoff, François"
99637,http://www.odis.be/lnk/PS_99637,Jacques Kint (1923-2005),F1N5,"Kint, Jacques"
99656,http://www.odis.be/lnk/PS_99656,Alfons Lembrechts (1891-1967),F1N5,"Lembrechts, Alfons"
99662,http://www.odis.be/lnk/PS_99662,Hendrik Machiels (1922-),F1N5,"Machiels, Hendrik"
99663,http://www.odis.be/lnk/PS_99663,Mark Macken (1913-1977),F1N5,"Macken, Marc"
99663,http://www.odis.be/lnk/PS_99663,Mark Macken (1913-1977),F1N6,"Macken, Marcel"
99663,http://www.odis.be/lnk/PS_99663,Mark Macken (1913-1977),F1N7,"Macken, Mark"
99666,http://www.odis.be/lnk/PS_99666,Eloi Manderlier (1795-1884),F1N5,"Manderlier, Eloi"
99668,http://www.odis.be/lnk/PS_99668,Jean Manilius (1807-1869),F1N5,"Manilius, Jean"
99669,http://www.odis.be/lnk/PS_99669,Paul Mansion (1844-1919),F1N5,"Mansion, Paul"
99671,http://www.odis.be/lnk/PS_99671,Philippe Marissal (1698-1770),F1N5,"Marissal, Filips"
99671,http://www.odis.be/lnk/PS_99671,Philippe Marissal (1698-1770),F1N6,"Marissal, Philippe"
99672,http://www.odis.be/lnk/PS_99672,Junius Massau (1852-1909),F1N5,"Massau, Junius"
99674,http://www.odis.be/lnk/PS_99674,Franz Meirlé (1903-1968),F1N1,"Meirlé, Frans"
99674,http://www.odis.be/lnk/PS_99674,Franz Meirlé (1903-1968),F1N5,"Meirlé, François"
99674,http://www.odis.be/lnk/PS_99674,Franz Meirlé (1903-1968),F1N6,"Meirlé, Franz"
99676,http://www.odis.be/lnk/PS_99676,Maurice Melsens (1883-1958),F1N5,"Melsens, Maurice"
99677,http://www.odis.be/lnk/PS_99677,Albert Merten (1882-1930),F1N5,"Merten, Albert"
99678,http://www.odis.be/lnk/PS_99678,Jan Meskens,F1N5,"Meskens, Jan"
99692,http://www.odis.be/lnk/PS_99692,Marcel Neerman (1900-1944),F1N1,"Neerman, Marc"
99692,http://www.odis.be/lnk/PS_99692,Marcel Neerman (1900-1944),F1N5,"Neerman, Marcel"
99695,http://www.odis.be/lnk/PS_99695,Herman Neuckermans,F1N5,"Neuckermans, Herman"
99700,http://www.odis.be/lnk/PS_99700,Pierre Nyssens (1862-1935),F1N5,"Nyssens, Pierre"
99702,http://www.odis.be/lnk/PS_99702,Isidoor Opsomer (1878-1967),F1N5,"Opsomer, Isidoor"
99703,http://www.odis.be/lnk/PS_99703,Walter Opsomer,F1N5,"Opsomer, Walter"
99709,http://www.odis.be/lnk/PS_99709,Frans Peeters (1896-1942),F1N5,"Peeters, Frans"
99718,http://www.odis.be/lnk/PS_99718,Jan Portaels (1818-1895),F1N5,"Portaels, Jan"
99718,http://www.odis.be/lnk/PS_99718,Jan Portaels (1818-1895),F1N6,"Portaels, Jean"
99719,http://www.odis.be/lnk/PS_99719,Lut Prims (1954-2000),F1N5,"Prims, Lut"
99727,http://www.odis.be/lnk/PS_99727,Joseph Richald (1862-1950),F1N5,"Richald, Joseph"
99738,http://www.odis.be/lnk/PS_99738,Robert Rubbens (1912-1969),F1N5,"Rubbens, Robert"
99742,http://www.odis.be/lnk/PS_99742,Mathias Schaar (1817-1867),F1N5,"Schaar, Mathias"
99747,http://www.odis.be/lnk/PS_99747,Henri Schoentjes (1848-1921),F1N5,"Schoentjes, Henri"
99753,http://www.odis.be/lnk/PS_99753,Clément Servais (1862-1935),F1N5,"Servais, Clément"
99759,http://www.odis.be/lnk/PS_99759,Leon Smits (1883-1953),F1N5,"Smits, Leon"
99762,http://www.odis.be/lnk/PS_99762,Renaat Soetewey (1913-1977),F1N5,"Soetewey, Renaat"
99762,http://www.odis.be/lnk/PS_99762,Renaat Soetewey (1913-1977),F1N6,"Soetewey, René"
99766,http://www.odis.be/lnk/PS_99766,Oscar Steels (1870-1960),F1N5,"Steels, Oscar"
99780,http://www.odis.be/lnk/PS_99780,David Teniers de Jonge (1610-1690),F1N5,"Teniers de Jonge, David"
99780,http://www.odis.be/lnk/PS_99780,David Teniers de Jonge (1610-1690),F1N6,"Teniers de Jonge, David II"
99783,http://www.odis.be/lnk/PS_99783,Jean Timmermans (1801-1864),F1N5,"Timmermans, J.A."
99783,http://www.odis.be/lnk/PS_99783,Jean Timmermans (1801-1864),F1N6,"Timmermans, Jean"
99784,http://www.odis.be/lnk/PS_99784,Léon Tison (1895-1982),F1N5,"Tison, Léon"
99786,http://www.odis.be/lnk/PS_99786,Lodewijk Tytgadt (1841-1918),F1N5,"Tytgadt, Lodewijk"
99792,http://www.odis.be/lnk/PS_99792,Henri Valcke (1871-1951),F1N5,"Valcke, Henri"
99802,http://www.odis.be/lnk/PS_99802,Simon Van Craen (1900-1967),F1N5,"Van Craen, Simon"
99807,http://www.odis.be/lnk/PS_99807,Antoine Van Gastel,F1N5,"Van Gastel, Antoine"
99828,http://www.odis.be/lnk/PS_99828,Edward Van Steenbergen (1925-2003),F1N1,"Van Steenbergen, Ward"
99828,http://www.odis.be/lnk/PS_99828,Edward Van Steenbergen (1925-2003),F1N5,"Van Steenbergen, Edward"
99829,http://www.odis.be/lnk/PS_99829,Julien Van Vlassenaar,F1N5,"Van Vlassenaar, Julien"
99829,http://www.odis.be/lnk/PS_99829,Julien Van Vlassenaar,F4N5,"Vlassenaer, Julien"
99832,http://www.odis.be/lnk/PS_99832,Adriaan Van de Cappelle (1745-1804),F1N5,"Van de Capelle, Adriaan"
99832,http://www.odis.be/lnk/PS_99832,Adriaan Van de Cappelle (1745-1804),F1N6,"Van de Capelle, Adriaen"
99832,http://www.odis.be/lnk/PS_99832,Adriaan Van de Cappelle (1745-1804),F2N5,"Van de Cappelle, Adriaan"
99832,http://www.odis.be/lnk/PS_99832,Adriaan Van de Cappelle (1745-1804),F2N6,"Van de Cappelle, Adriaen"
99834,http://www.odis.be/lnk/PS_99834,Achiel Van de Putte,F1N5,"Van de Putte, Achiel"
99839,http://www.odis.be/lnk/PS_99839,Jules Van den Hende (1873-1943),F1N5,"Van den Hende, Jules"
99839,http://www.odis.be/lnk/PS_99839,Jules Van den Hende (1873-1943),F4N5,"Van de Hende, Jules"
99840,http://www.odis.be/lnk/PS_99840,Hendrik Van der Haert (1790-1846),F1N5,"Van der Haert, Hendrik"
99840,http://www.odis.be/lnk/PS_99840,Hendrik Van der Haert (1790-1846),F1N6,"Van der Haert, Henri"
99841,http://www.odis.be/lnk/PS_99841,Edward Van der Spiet,F1N5,"Van der Spiet, Edward"
99846,http://www.odis.be/lnk/PS_99846,Désiré Vander Haeghen (1861-1943),F1N5,"Vander Haeghen, Désiré"
99846,http://www.odis.be/lnk/PS_99846,Désiré Vander Haeghen (1861-1943),F4N5,"Van der Haegen, Désiré"
99848,http://www.odis.be/lnk/PS_99848,Frans Vanderheyden (1903-1979),F1N5,"Vanderheyden, Frans"
99849,http://www.odis.be/lnk/PS_99849,Jean-Florimond Vanderlinden (1849-1926),F1N5,"Vanderlinden, Jean-Florimond"
99864,http://www.odis.be/lnk/PS_99864,Han Verschure,F1N5,"Verschure, Han"
99864,http://www.odis.be/lnk/PS_99864,Han Verschure,F1N6,"Verschure, Henricus"
99866,http://www.odis.be/lnk/PS_99866,Loys Vervenne (1932-),F1N5,"Vervenne, Loys"
99869,http://www.odis.be/lnk/PS_99869,Arthur Vierendeel (1852-1940),F1N1,"Vierendeel, Arthur"
99869,http://www.odis.be/lnk/PS_99869,Arthur Vierendeel (1852-1940),F1N5,"Vierendeel, Jules"
99871,http://www.odis.be/lnk/PS_99871,Pierre Vlerick (1923-1999),F1N5,"Vlerick, Pierre"
99874,http://www.odis.be/lnk/PS_99874,Walter Soete,F1N5,"Soete, Walter"
99875,http://www.odis.be/lnk/PS_99875,Roger Warie (1901-1991),F1N5,"Warie, Roger"
99878,http://www.odis.be/lnk/PS_99878,Hendrik Wittocx (1893-1965),F1N5,"Wittocx, Hendrik"
99878,http://www.odis.be/lnk/PS_99878,Hendrik Wittocx (1893-1965),F1N6,"Wittocx, Henri"
99878,http://www.odis.be/lnk/PS_99878,Hendrik Wittocx (1893-1965),F1N7,"Wittocx, J. ?"
99879,http://www.odis.be/lnk/PS_99879,Gustave Wolters (1831-1914),F1N5,"Wolters, Gustave"
99888,http://www.odis.be/lnk/PS_99888,Jan-Pieter van Baurscheit (1699-1768),F1N5,"van Baurscheit, Jan-Pieter"
99904,http://www.odis.be/lnk/PS_99904,Jozef Gabriëls (1920-1979),F1N1,"Gabriëls, Jos"
99904,http://www.odis.be/lnk/PS_99904,Jozef Gabriëls (1920-1979),F1N5,"Gabriëls, Jozef"
99905,http://www.odis.be/lnk/PS_99905,Richard Borremans (1933-),F1N5,"Borremans, Richard"
99906,http://www.odis.be/lnk/PS_99906,Georges Lepage,F1N5,"Lepage, Georges"
99910,http://www.odis.be/lnk/PS_99910,Romain Decambray,F1N5,"Decambray, Romain"
99912,http://www.odis.be/lnk/PS_99912,Luc De Boe,F1N5,"De Boe, Luc"
99914,http://www.odis.be/lnk/PS_99914,Jan Carpentier,F1N5,"Carpentier, Jan"
99920,http://www.odis.be/lnk/PS_99920,Louis De Vooght (1870-1945),F1N5,"De Vooght, Louis"
99921,http://www.odis.be/lnk/PS_99921,W. Kockerols,F1N5,"Kockerols, W."
99932,http://www.odis.be/lnk/PS_99932,P. Backer,F1N5,"Backer, P."
99933,http://www.odis.be/lnk/PS_99933,Remi Delarue,F1N5,"Delarue, Remi"
99934,http://www.odis.be/lnk/PS_99934,J. De Wit,F1N5,"De Wit, J."
99935,http://www.odis.be/lnk/PS_99935,O. Van de Sompel,F1N5,"Van de Sompel, O."
99936,http://www.odis.be/lnk/PS_99936,P. Beniest,F1N5,"Beniest, P."
99937,http://www.odis.be/lnk/PS_99937,Herman Lippens,F1N5,"Lippens, Herman"
99938,http://www.odis.be/lnk/PS_99938,Gerard Vande Weghe,F1N5,"Vande Weghe, Gerard"
99939,http://www.odis.be/lnk/PS_99939,M. De Vooght,F1N5,"De Vooght, M."
99940,http://www.odis.be/lnk/PS_99940,J. Van Herck,F1N5,"Van Herck, J."
99941,http://www.odis.be/lnk/PS_99941,Gustaaf Charlier,F1N5,"Charlier, Gustaaf"
99942,http://www.odis.be/lnk/PS_99942,Joannes Lefebure (1819-1886),F1N5,"Lefebure, Joannes"
99943,http://www.odis.be/lnk/PS_99943,Alphonsus Lefebvre (1862-1913),F1N5,"Lefebvre, Alphonsus"
99944,http://www.odis.be/lnk/PS_99944,Carolus Lefebvre (1830-1861),F1N5,"Lefebvre, Carolus"
99949,http://www.odis.be/lnk/PS_99949,Lucien Lattrez,F1N5,"Lattrez, Lucien"
99951,http://www.odis.be/lnk/PS_99951,Henricus Lefebvre (1842-1890),F1N1,"Lefebvre, Theophilus"
99951,http://www.odis.be/lnk/PS_99951,Henricus Lefebvre (1842-1890),F1N5,"Lefebvre, Henricus"
99952,http://www.odis.be/lnk/PS_99952,Cyriel Lattrez,F1N5,"Lattrez, Cyriel"
99970,http://www.odis.be/lnk/PS_99970,Armand Lefever (1918-2001),F1N5,"Lefever, Armand"
99970,http://www.odis.be/lnk/PS_99970,Armand Lefever (1918-2001),F1N6,"Lefever, Jan"
99971,http://www.odis.be/lnk/PS_99971,Cyrillus Lefever (1860-1910),F1N5,"Lefever, Cyrillus"
99987,http://www.odis.be/lnk/PS_99987,Leonardus Bollis (1687),F1N5,"Bollis, Leonardus"
100011,http://www.odis.be/lnk/PS_100011,Eugenius Lefevre (1826-1899),F1N5,"Lefevre, Eugenius"
100012,http://www.odis.be/lnk/PS_100012,Joannes Lefevre (1807-1876),F1N5,"Lefevre, Joannes"
100015,http://www.odis.be/lnk/PS_100015,Carolus Legein (1837-1905),F1N5,"Legein, Carolus"
100042,http://www.odis.be/lnk/PS_100042,Karel Callebert (1837-1900),F1N5,"Callebert, Karel"
100045,http://www.odis.be/lnk/PS_100045,Mauritius Legrand (1870-1935),F1N5,"Legrand, Mauritius"
100073,http://www.odis.be/lnk/PS_100073,F. Nivelles,F1N5,"Nivelles, F."
100074,http://www.odis.be/lnk/PS_100074,Hendrik Cornelis (1910-),F1N5,"Cornelis, Hendrik"
100078,http://www.odis.be/lnk/PS_100078,L. Huybrechts,F1N5,"Huybrechts, L."
100080,http://www.odis.be/lnk/PS_100080,E. Van Overstraeten,F1N5,"Van Overstraeten, E."
100083,http://www.odis.be/lnk/PS_100083,H. Gielen,F1N5,"Gielen, H."
100084,http://www.odis.be/lnk/PS_100084,Gaston Vleugels (1932-2011),F1N5,"Vleugels, Gaston"
100085,http://www.odis.be/lnk/PS_100085,Raymond Vaerwijck (1906-2001),F1N5,"Vaerwijck, Raymond"
100085,http://www.odis.be/lnk/PS_100085,Raymond Vaerwijck (1906-2001),F2N5,"Vaerwyck, Raymond"
100086,http://www.odis.be/lnk/PS_100086,Antonia Suys,F1N5,"Suys, Antonia"
100087,http://www.odis.be/lnk/PS_100087,F. Theuwissen,F1N5,"Theuwissen, F."
100089,http://www.odis.be/lnk/PS_100089,Edward Van Dommelen (1919-2011),F1N1,"Van Dommelen, Eddy"
100089,http://www.odis.be/lnk/PS_100089,Edward Van Dommelen (1919-2011),F1N5,"Van Dommelen, Edward"
100090,http://www.odis.be/lnk/PS_100090,Lodewijk Janssens (1921-2011),F1N1,"Janssens, Louis"
100090,http://www.odis.be/lnk/PS_100090,Lodewijk Janssens (1921-2011),F1N5,"Janssens, Lodewijk"
100105,http://www.odis.be/lnk/PS_100105,Alfons Siffer (1850-1941),F1N5,"Siffer, Alfons"
100139,http://www.odis.be/lnk/PS_100139,Joannes Goossens (1884-1961),F1N5,"Goossens, Joannes"
100146,http://www.odis.be/lnk/PS_100146,Vincent Dehon,F1N5,"Dehon, Vincent"
100154,http://www.odis.be/lnk/PS_100154,Odiel Daem (1907-1956),F1N5,"Daem, Odiel"
100163,http://www.odis.be/lnk/PS_100163,Victor Verlinden (1888-1953),F1N5,"Verlinden, Victor"
100186,http://www.odis.be/lnk/PS_100186,Josephus Aertssens (1879-1947),F1N5,"Aertssens, Josephus"
100188,http://www.odis.be/lnk/PS_100188,Lodewijk Philippen (1879-1946),F1N5,"Philippen, Lodewijk"
100189,http://www.odis.be/lnk/PS_100189,Georges Gyömorey,F1N5,"Gyömorey, Georges"
100195,http://www.odis.be/lnk/PS_100195,Mati Paryski,F1N5,"Paryski, Mati"
100196,http://www.odis.be/lnk/PS_100196,Pascal Simoens,F1N5,"Simoens, Pascal"
100198,http://www.odis.be/lnk/PS_100198,Nicolas Frapolli,F1N5,"Frapolli, Nicolas"
100199,http://www.odis.be/lnk/PS_100199,Ewa Kotyza,F1N5,"Kotyza, Ewa"
100200,http://www.odis.be/lnk/PS_100200,Antoine Warin,F1N5,"Warin, Antoine"
100222,http://www.odis.be/lnk/PS_100222,Gisbert Combaz (1869-1941),F1N5,"Combaz, Gisbert"
100223,http://www.odis.be/lnk/PS_100223,Jean-Claude Vanhoof (1942-),F1N5,"Vanhoof, Jean-Claude"
100246,http://www.odis.be/lnk/PS_100246,Jules de Praetere (1879-1947),F1N5,"de Praetere, Jules"
